2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/retry.py", line 376, in increment
    raise six.reraise(type(error), error, _stacktrace)

  File "/usr/local/lib/python3.7/site-packages/urllib3/packages/six.py", line 735, in reraise
    raise value

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 672, in urlopen
    chunked=chunked,

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)

  File "/usr/local/lib/python3.7/http/client.py", line 1229, in request
    self._send_request(method, url, body, headers, encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1275, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1224, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1016, in _send_output
    self.send(msg)

  File "/usr/local/lib/python3.7/http/client.py", line 956, in send
    self.connect()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 184, in connect
    conn = self._new_conn()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e

urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fee332f4b70>: Failed to establish a new connection: [Errno 111] Connection refused


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/esrally/telemetry.py", line 852, in on_benchmark_start
    client_info = self.client.info()

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/utils.py", line 84, in _wrapped
    return func(*args, params=params, **kwargs)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/__init__.py", line 259, in info
    return self.transport.perform_request("GET", "/", params=params)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/transport.py", line 350, in perform_request
    timeout=timeout,

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 250, in perform_request
    raise ConnectionError("N/A", str(e), e)

elasticsearch.exceptions.ConnectionError: ConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332f4b70>: Failed to establish a new connection: [Errno 111] Connection refused) caused by: NewConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332f4b70>: Failed to establish a new connection: [Errno 111] Connection refused)

2020-01-27 13:57:46,326 ActorAddr-(T|:35069)/PID:74 esrally.telemetry INFO JvmStatsSummary on benchmark start
2020-01-27 13:57:46,338 ActorAddr-(T|:35069)/PID:74 esrally.telemetry ERROR Could not retrieve GC times.
Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 157, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 84, in create_connection
    raise err

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 74, in create_connection
    sock.connect(sa)

ConnectionRefusedError: [Errno 111] Connection refused


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 238, in perform_request
    method, url, body, retries=Retry(False), headers=request_headers, **kw

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/retry.py", line 376, in increment
    raise six.reraise(type(error), error, _stacktrace)

  File "/usr/local/lib/python3.7/site-packages/urllib3/packages/six.py", line 735, in reraise
    raise value

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 672, in urlopen
    chunked=chunked,

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)

  File "/usr/local/lib/python3.7/http/client.py", line 1229, in request
    self._send_request(method, url, body, headers, encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1275, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1224, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1016, in _send_output
    self.send(msg)

  File "/usr/local/lib/python3.7/http/client.py", line 956, in send
    self.connect()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 184, in connect
    conn = self._new_conn()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e

urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fee332dd940>: Failed to establish a new connection: [Errno 111] Connection refused


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/esrally/telemetry.py", line 987, in jvm_stats
    stats = self.client.nodes.stats(metric="_all")

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/utils.py", line 84, in _wrapped
    return func(*args, params=params, **kwargs)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/nodes.py", line 85, in stats
    params=params,

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/transport.py", line 350, in perform_request
    timeout=timeout,

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 250, in perform_request
    raise ConnectionError("N/A", str(e), e)

elasticsearch.exceptions.ConnectionError: ConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332dd940>: Failed to establish a new connection: [Errno 111] Connection refused) caused by: NewConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332dd940>: Failed to establish a new connection: [Errno 111] Connection refused)

2020-01-27 13:57:46,351 ActorAddr-(T|:35069)/PID:74 esrally.telemetry ERROR Could not retrieve index stats.
Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 157, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 84, in create_connection
    raise err

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/connection.py", line 74, in create_connection
    sock.connect(sa)

ConnectionRefusedError: [Errno 111] Connection refused


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 238, in perform_request
    method, url, body, retries=Retry(False), headers=request_headers, **kw

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]

  File "/usr/local/lib/python3.7/site-packages/urllib3/util/retry.py", line 376, in increment
    raise six.reraise(type(error), error, _stacktrace)

  File "/usr/local/lib/python3.7/site-packages/urllib3/packages/six.py", line 735, in reraise
    raise value

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 672, in urlopen
    chunked=chunked,

  File "/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)

  File "/usr/local/lib/python3.7/http/client.py", line 1229, in request
    self._send_request(method, url, body, headers, encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1275, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1224, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)

  File "/usr/local/lib/python3.7/http/client.py", line 1016, in _send_output
    self.send(msg)

  File "/usr/local/lib/python3.7/http/client.py", line 956, in send
    self.connect()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 184, in connect
    conn = self._new_conn()

  File "/usr/local/lib/python3.7/site-packages/urllib3/connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e

urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fee332ddd68>: Failed to establish a new connection: [Errno 111] Connection refused


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "/usr/local/lib/python3.7/site-packages/esrally/telemetry.py", line 1063, in index_stats
    return self.client.indices.stats(metric="_all", level="shards")

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/utils.py", line 84, in _wrapped
    return func(*args, params=params, **kwargs)

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/client/indices.py", line 731, in stats
    "GET", _make_path(index, "_stats", metric), params=params

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/transport.py", line 350, in perform_request
    timeout=timeout,

  File "/usr/local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 250, in perform_request
    raise ConnectionError("N/A", str(e), e)

elasticsearch.exceptions.ConnectionError: ConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332ddd68>: Failed to establish a new connection: [Errno 111] Connection refused) caused by: NewConnectionError(<urllib3.connection.HTTPConnection object at 0x7fee332ddd68>: Failed to establish a new connection: [Errno 111] Connection refused)

2020-01-27 13:57:46,354 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,355 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [merges,total_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,355 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,356 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [merges,total_throttled_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,356 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,357 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [indexing,index_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,357 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,358 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [indexing,throttle_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,358 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,359 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [refresh,total_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,359 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [_all,primaries]. Returning default value [{}]
2020-01-27 13:57:46,360 ActorAddr-(T|:35069)/PID:74 esrally.telemetry WARNING Could not determine value at path [flush,total_time_in_millis]. Returning default value [None]
2020-01-27 13:57:46,360 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Cluster-level telemetry devices are now attached.
2020-01-27 13:57:46,361 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Benchmark consists of [9] steps executed by (at most) [8] clients as specified by the allocation matrix:
[[JoinPoint(0), TaskAllocation [0/1] for delete-index, JoinPoint(1), TaskAllocation [0/1] for create-index, JoinPoint(2), TaskAllocation [0/1] for check-cluster-health, JoinPoint(3), TaskAllocation [0/8] for index-append, JoinPoint(4), TaskAllocation [0/1] for refresh-after-index, JoinPoint(5), TaskAllocation [0/1] for force-merge, JoinPoint(6), TaskAllocation [0/1] for refresh-after-force-merge, JoinPoint(7), TaskAllocation [0/1] for autohisto_agg, JoinPoint(8), TaskAllocation [0/1] for date_histogram_agg, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [1/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [2/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [3/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [4/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [5/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [6/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)], [JoinPoint(0), None, JoinPoint(1), None, JoinPoint(2), None, JoinPoint(3), TaskAllocation [7/8] for index-append, JoinPoint(4), None, JoinPoint(5), None, JoinPoint(6), None, JoinPoint(7), None, JoinPoint(8), None, JoinPoint(9)]]
2020-01-27 13:57:46,362 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [0] on [localhost]
2020-01-27 13:57:46,362 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,367 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [1] on [localhost]
2020-01-27 13:57:46,369 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,375 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [2] on [localhost]
2020-01-27 13:57:46,379 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,384 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [3] on [localhost]
2020-01-27 13:57:46,387 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,393 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [4] on [localhost]
2020-01-27 13:57:46,395 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,545 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] is about to start.
2020-01-27 13:57:46,547 ActorAddr-(T|:44651)/PID:77 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,547 ActorAddr-(T|:44651)/PID:77 esrally.client INFO SSL support: off
2020-01-27 13:57:46,547 ActorAddr-(T|:44651)/PID:77 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,552 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] is about to start.
2020-01-27 13:57:46,554 ActorAddr-(T|:41947)/PID:78 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,554 ActorAddr-(T|:41947)/PID:78 esrally.client INFO SSL support: off
2020-01-27 13:57:46,555 ActorAddr-(T|:41947)/PID:78 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,555 ActorAddr-(T|:41947)/PID:78 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,407 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [5] on [localhost]
2020-01-27 13:57:46,548 ActorAddr-(T|:44651)/PID:77 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,555 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] is about to start.
2020-01-27 13:57:46,410 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,553 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,545 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is about to start.
2020-01-27 13:57:46,567 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] is about to start.
2020-01-27 13:57:46,557 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,557 ActorAddr-(T|:40671)/PID:80 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,423 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [6] on [localhost]
2020-01-27 13:57:46,565 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] is about to start.
2020-01-27 13:57:46,570 ActorAddr-(T|:41023)/PID:82 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,557 ActorAddr-(T|:40671)/PID:80 esrally.client INFO SSL support: off
2020-01-27 13:57:46,570 ActorAddr-(T|:37563)/PID:83 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,570 ActorAddr-(T|:41023)/PID:82 esrally.client INFO SSL support: off
2020-01-27 13:57:46,557 ActorAddr-(T|:40671)/PID:80 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,425 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,570 ActorAddr-(T|:37563)/PID:83 esrally.client INFO SSL support: off
2020-01-27 13:57:46,570 ActorAddr-(T|:41023)/PID:82 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,558 ActorAddr-(T|:40671)/PID:80 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,570 ActorAddr-(T|:37563)/PID:83 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,570 ActorAddr-(T|:41023)/PID:82 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,570 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,571 ActorAddr-(T|:37563)/PID:83 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,574 ActorAddr-(T|:41023)/PID:82 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,568 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] is about to start.
2020-01-27 13:57:46,554 ActorAddr-(T|:35317)/PID:76 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,435 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Allocating load generator [7] on [localhost]
2020-01-27 13:57:46,576 ActorAddr-(T|:37563)/PID:83 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,584 ActorAddr-(T|:34499)/PID:79 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,561 ActorAddr-(T|:35317)/PID:76 esrally.client INFO SSL support: off
2020-01-27 13:57:46,589 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] is about to start.
2020-01-27 13:57:46,439 ActorAddr-(T|:35069)/PID:74 esrally.actor INFO Capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900', 'Thespian ActorSystem Name': 'multiprocTCPBase', 'Thespian ActorSystem Version': 2, 'Thespian Watch Supported': True, 'Python Version': (3, 7, 3, 'final', 0), 'Thespian Generation': (3, 9), 'Thespian Version': '1580133464737'}] match requirements [{'coordinator': True}].
2020-01-27 13:57:46,561 ActorAddr-(T|:35317)/PID:76 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,591 ActorAddr-(T|:45417)/PID:81 esrally.client INFO Creating ES client connected to [{'host': 'esslave0', 'port': 9200}, {'host': 'esslave1', 'port': 9200}, {'host': 'esslave2', 'port': 9200}] with options [{'timeout': 60}]
2020-01-27 13:57:46,561 ActorAddr-(T|:35317)/PID:76 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,592 ActorAddr-(T|:45417)/PID:81 esrally.client INFO SSL support: off
2020-01-27 13:57:46,573 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,592 ActorAddr-(T|:45417)/PID:81 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,599 ActorAddr-(T|:40665)/PID:12 esrally.actor INFO Task has finished.
2020-01-27 13:57:46,592 ActorAddr-(T|:45417)/PID:81 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,585 ActorAddr-(T|:34499)/PID:79 esrally.client INFO SSL support: off
2020-01-27 13:57:46,599 ActorAddr-(T|:40665)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-27 13:57:46,595 ActorAddr-(T|:45417)/PID:81 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,585 ActorAddr-(T|:34499)/PID:79 esrally.client INFO HTTP basic authentication: off
2020-01-27 13:57:46,585 ActorAddr-(T|:34499)/PID:79 esrally.client INFO HTTP compression: off
2020-01-27 13:57:46,588 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(0)].
2020-01-27 13:57:46,446 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [0].
2020-01-27 13:57:46,456 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [1].
2020-01-27 13:57:46,457 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [2].
2020-01-27 13:57:46,607 ActorAddr-(T|:35317)/PID:76 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [1] on [14564.089474], that is in [0:00:00.993001].
2020-01-27 13:57:46,607 ActorAddr-(T|:44651)/PID:77 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [1] on [14564.081868], that is in [0:00:00.984680].
2020-01-27 13:57:46,458 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [3].
2020-01-27 13:57:46,610 ActorAddr-(T|:41947)/PID:78 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [1] on [14564.086395], that is in [0:00:00.986839].
2020-01-27 13:57:46,459 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [4].
2020-01-27 13:57:46,460 ActorAddr-(T|:35069)/PID:74 esrally.driver.driver INFO Starting load generator [5].
2020-01-27 13:57:46,613 ActorAddr-(T|:40671)/PID:80 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [1] on [14564.088573], that is in [0:00:00.985804].
2020-01-27 13:57:46,614 ActorAddr-(T|:34499)/PID:79 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [1] on [14564.089029], that is in [0:00:00.985423].
